SalesID,Category,ProductID,Product,Qty, UnitPrice ,Time,Store,Location
1620000000010127,맥주,0123020100007,칭따오,1," 1,840 ",2022-01-04 12:39:47 AM,판교점,경기 성남시
1620000000010130,맥주,0123020100006,기네스,1," 3,000 ",2022-01-04 11:19:25 AM,수원점,경기 수원시
1620000000010133,맥주,0123020100002,테라,1," 1,600 ",2022-01-04 06:21:47 PM,판교점,경기 성남시
1620000000010136,맥주,0123020100002,테라,5," 1,600 ",2022-01-04 09:56:15 PM,수원점,경기 수원시
1620000000010139,소주,0123010100002,참이슬,2," 1,600 ",2022-01-04 09:57:08 PM,수원점,경기 수원시
1620000000010142,맥주,0123020100015,필굿,1," 8,000 ",2022-01-04 09:58:01 PM,수원점,경기 수원시
1620000000010151,맥주,0123020100017,필라이트,1," 10,400 ",2022-01-05 12:07:44 PM,판교점,경기 성남시
1620000000010151,맥주,0123020100016,하이트,1," 6,000 ",2022-01-05 12:07:44 PM,판교점,경기 성남시
1620000000010154,소주,0123010100001,처음처럼,2," 1,400 ",2022-01-05 01:13:25 PM,신림점,서울 관악구
1620000000010157,맥주,0123020100020,버드와이저,5," 1,840 ",2022-01-05 07:39:12 PM,판교점,경기 성남시
1620000000010160,맥주,0123020100020,버드와이저,4," 1,840 ",2022-01-05 07:40:21 PM,판교점,경기 성남시
1620000000010163,맥주,0123020100005,1664 블랑,2," 1,800 ",2022-01-05 09:52:07 PM,판교점,경기 성남시
1620000000010166,맥주,0123020100007,칭따오,2," 1,840 ",2022-01-05 10:47:32 PM,판교점,경기 성남시
1620000000010166,맥주,0123020100006,기네스,1," 1,840 ",2022-01-05 10:47:32 PM,판교점,경기 성남시
1620000000010166,맥주,0123020100005,1664 블랑,1," 1,840 ",2022-01-05 10:47:32 PM,판교점,경기 성남시
1620000000010169,맥주,0123020100019,호가든,1," 8,000 ",2022-01-05 10:48:47 PM,판교점,경기 성남시
1620000000010172,맥주,0123020100002,테라,1," 1,600 ",2022-01-06 04:56:55 AM,수원점,경기 수원시
1620000000010172,맥주,0123020100004,클라우드,1," 1,600 ",2022-01-06 04:56:55 AM,수원점,경기 수원시
1620000000010175,막걸리,0123020300002,장수,1," 5,600 ",2022-01-06 12:37:28 PM,판교점,경기 성남시
1620000000010178,맥주,0123020100007,칭따오,1," 12,000 ",2022-01-06 01:37:36 PM,판교점,경기 성남시
1620000000010178,맥주,0123020100003,카스,1," 8,000 ",2022-01-06 01:37:36 PM,판교점,경기 성남시
1620000000010181,소주,0123010100001,처음처럼,1," 8,000 ",2022-01-06 01:41:59 PM,판교점,경기 성남시
1620000000010181,맥주,0123020100004,클라우드,1," 6,240 ",2022-01-06 01:41:59 PM,판교점,경기 성남시
1620000000010184,막걸리,0123020300002,장수,1," 5,600 ",2022-01-06 01:54:26 PM,판교점,경기 성남시
1620000000010187,소주,0123010100002,참이슬,1," 6,000 ",2022-01-06 02:00:24 PM,판교점,경기 성남시
1620000000010187,맥주,0123020100004,클라우드,4," 6,240 ",2022-01-06 02:00:24 PM,판교점,경기 성남시
1620000000010190,맥주,0123020100005,1664 블랑,1," 25,600 ",2022-01-06 03:03:22 PM,판교점,경기 성남시
1620000000010193,막걸리,0123020300001,지평생,1," 10,800 ",2022-01-06 04:20:18 PM,판교점,경기 성남시
1620000000010193,맥주,0123020100003,카스,2," 8,000 ",2022-01-06 04:20:18 PM,판교점,경기 성남시
1620000000010196,맥주,0123020100003,카스,2," 8,000 ",2022-01-06 04:26:12 PM,판교점,경기 성남시
1620000000010199,맥주,0123020100007,칭따오,8," 1,840 ",2022-01-06 05:52:44 PM,판교점,경기 성남시
1620000000010206,맥주,0123020100002,테라,1," 2,000 ",2022-01-06 08:49:36 PM,역삼점,서울 강남구
1620000000010206,맥주,0123020100004,클라우드,2," 2,000 ",2022-01-06 08:49:36 PM,역삼점,서울 강남구
1620000000010206,맥주,0123020100003,카스,1," 2,000 ",2022-01-06 08:49:36 PM,역삼점,서울 강남구
1620000000010206,소주,0123010100003,진로,1," 1,600 ",2022-01-06 08:49:36 PM,역삼점,서울 강남구
1620000000010209,소주,0123010100002,참이슬,1," 1,280 ",2022-01-06 09:05:25 PM,수원점,경기 수원시
1620000000010212,맥주,0123020100007,칭따오,1," 1,840 ",2022-01-07 12:56:48 AM,판교점,경기 성남시
1620000000010212,맥주,0123020100005,1664 블랑,1," 1,840 ",2022-01-07 12:56:48 AM,판교점,경기 성남시
1620000000010221,맥주,0123020100008,제주 에일,1," 3,200 ",2022-01-07 01:31:23 PM,판교점,경기 성남시
1620000000010221,소주,0123010100003,진로,1," 11,200 ",2022-01-07 01:31:23 PM,판교점,경기 성남시
1620000000010224,맥주,0123020100014,OB라거,1," 1,000 ",2022-01-07 04:20:13 PM,신림점,서울 관악구
1620000000010227,맥주,0123020100014,OB라거,1," 1,800 ",2022-01-07 05:40:28 PM,판교점,경기 성남시
1620000000010230,소주,0123010100002,참이슬,1," 15,200 ",2022-01-07 06:47:21 PM,판교점,경기 성남시
1620000000010233,맥주,0123020100007,칭따오,1," 1,840 ",2022-01-07 06:49:08 PM,판교점,경기 성남시
1620000000010233,맥주,0123020100008,제주 에일,2," 1,840 ",2022-01-07 06:49:08 PM,판교점,경기 성남시
1620000000010233,맥주,0123020100020,버드와이저,1," 1,840 ",2022-01-07 06:49:08 PM,판교점,경기 성남시
1620000000010233,맥주,0123020100006,기네스,2," 1,840 ",2022-01-07 06:49:08 PM,판교점,경기 성남시
1620000000010239,맥주,0123020100014,OB라거,1," 1,600 ",2022-01-07 09:01:20 PM,수원점,경기 수원시
1620000000010242,맥주,0123020100008,제주 에일,1," 1,000 ",2022-01-07 09:02:07 PM,신림점,서울 관악구
1620000000010242,소주,0123010100003,진로,1," 1,000 ",2022-01-07 09:02:07 PM,신림점,서울 관악구
1620000000010245,맥주,0123020100019,호가든,1," 1,840 ",2022-01-07 09:14:27 PM,판교점,경기 성남시
1620000000010245,맥주,0123020100002,테라,1," 1,840 ",2022-01-07 09:14:27 PM,판교점,경기 성남시
1620000000010245,맥주,0123020100020,버드와이저,1," 1,840 ",2022-01-07 09:14:27 PM,판교점,경기 성남시
1620000000010245,막걸리,0123020300003,국순당,2," 1,840 ",2022-01-07 09:14:27 PM,판교점,경기 성남시
1620000000010245,맥주,0123020100006,기네스,1," 1,840 ",2022-01-07 09:14:27 PM,판교점,경기 성남시
1620000000010248,막걸리,0123020300002,장수,1," 1,840 ",2022-01-07 09:17:50 PM,판교점,경기 성남시
1620000000010248,맥주,0123020100006,기네스,1," 1,840 ",2022-01-07 09:17:50 PM,판교점,경기 성남시
1620000000010254,맥주,0123020100004,클라우드,5," 2,000 ",2022-01-08 05:33:28 PM,역삼점,서울 강남구
1620000000010257,맥주,0123020100003,카스,2," 1,600 ",2022-01-08 06:12:21 PM,판교점,경기 성남시
1620000000010260,소주,0123010100002,참이슬,1, 600 ,2022-01-08 06:40:26 PM,신림점,서울 관악구
1620000000010263,맥주,0123020100002,테라,1," 1,840 ",2022-01-08 06:53:11 PM,판교점,경기 성남시
1620000000010263,막걸리,0123020300002,장수,1," 1,840 ",2022-01-08 06:53:11 PM,판교점,경기 성남시
1620000000010269,맥주,0123020100019,호가든,1," 1,840 ",2022-01-08 06:59:31 PM,판교점,경기 성남시
1620000000010269,맥주,0123020100002,테라,1," 1,840 ",2022-01-08 06:59:31 PM,판교점,경기 성남시
1620000000010269,막걸리,0123020300002,장수,2," 1,840 ",2022-01-08 06:59:31 PM,판교점,경기 성남시
1620000000010269,맥주,0123020100006,기네스,1," 1,840 ",2022-01-08 06:59:31 PM,판교점,경기 성남시
1620000000010272,맥주,0123020100014,OB라거,1," 1,800 ",2022-01-08 07:04:29 PM,신림점,서울 관악구
1620000000010275,맥주,0123020100007,칭따오,3," 1,840 ",2022-01-08 07:25:48 PM,판교점,경기 성남시
1620000000010275,맥주,0123020100008,제주 에일,1," 1,840 ",2022-01-08 07:25:48 PM,판교점,경기 성남시
1620000000010275,막걸리,0123020300002,장수,2," 1,840 ",2022-01-08 07:25:48 PM,판교점,경기 성남시
1620000000010278,맥주,0123020100015,필굿,2," 1,360 ",2022-01-08 09:43:52 PM,판교점,경기 성남시
1620000000010278,소주,0123020200012,청하,3," 1,600 ",2022-01-08 09:43:52 PM,판교점,경기 성남시
1620000000010281,맥주,0123020100002,테라,2," 2,000 ",2022-01-08 10:21:50 PM,역삼점,서울 강남구
1620000000010281,맥주,0123020100004,클라우드,3," 2,000 ",2022-01-08 10:21:50 PM,역삼점,서울 강남구
1620000000010284,소주,0123010100001,처음처럼,1," 8,000 ",2022-01-09 01:03:29 AM,수원점,경기 수원시
1620000000010287,맥주,0123020100004,클라우드,4," 1,600 ",2022-01-09 01:04:35 AM,수원점,경기 수원시
1620000000010290,맥주,0123020100006,기네스,1," 1,500 ",2022-01-09 03:46:30 PM,판교점,경기 성남시
1620000000010293,소주,0123010100001,처음처럼,3," 1,600 ",2022-01-09 09:24:27 PM,역삼점,서울 강남구
1620000000010293,맥주,0123020100014,OB라거,1," 2,000 ",2022-01-09 09:24:27 PM,역삼점,서울 강남구
1620000000010296,소주,0123010100002,참이슬,1," 15,200 ",2022-01-09 09:38:25 PM,판교점,경기 성남시
1620000000010299,소주,0123010100003,진로,1," 1,600 ",2022-01-09 09:54:32 PM,역삼점,서울 강남구
1620000000010302,소주,0123010100003,진로,3," 11,200 ",2022-01-10 08:00:20 AM,판교점,경기 성남시
1620000000010315,막걸리,0123020300002,장수,1," 1,840 ",2022-01-10 02:03:55 PM,판교점,경기 성남시
1620000000010324,맥주,0123020100017,필라이트,1," 1,600 ",2022-01-10 05:07:29 PM,역삼점,서울 강남구
1620000000010324,맥주,0123020100004,클라우드,1," 2,000 ",2022-01-10 05:07:29 PM,역삼점,서울 강남구
1620000000010324,소주,0123010100003,진로,1," 1,600 ",2022-01-10 05:07:29 PM,역삼점,서울 강남구
1620000000010324,막걸리,0123020300002,장수,1," 1,600 ",2022-01-10 05:07:29 PM,역삼점,서울 강남구
1620000000010327,맥주,0123020100002,테라,1," 2,000 ",2022-01-10 05:08:28 PM,역삼점,서울 강남구
1620000000010327,맥주,0123020100003,카스,1," 2,000 ",2022-01-10 05:08:28 PM,역삼점,서울 강남구
1620000000010327,소주,0123020200012,청하,1," 2,000 ",2022-01-10 05:08:28 PM,역삼점,서울 강남구
1620000000010327,맥주,0123020100014,OB라거,1," 2,000 ",2022-01-10 05:08:28 PM,역삼점,서울 강남구
1620000000010330,소주,0123010100003,진로,1," 1,600 ",2022-01-10 05:15:27 PM,역삼점,서울 강남구
1620000000010333,맥주,0123020100016,하이트,1," 2,000 ",2022-01-10 05:20:12 PM,역삼점,서울 강남구
1620000000010333,맥주,0123020100003,카스,1," 2,000 ",2022-01-10 05:20:12 PM,역삼점,서울 강남구
1620000000010336,맥주,0123020100004,클라우드,1," 2,000 ",2022-01-10 05:21:30 PM,역삼점,서울 강남구
1620000000010336,소주,0123010100002,참이슬,1," 1,600 ",2022-01-10 05:21:30 PM,역삼점,서울 강남구
1620000000010336,막걸리,0123020300002,장수,1," 1,600 ",2022-01-10 05:21:30 PM,역삼점,서울 강남구
1620000000010339,막걸리,0123020300001,지평생,1," 1,600 ",2022-01-10 05:28:22 PM,역삼점,서울 강남구
1620000000010342,소주,0123020200012,청하,1," 2,000 ",2022-01-10 05:30:45 PM,역삼점,서울 강남구
1620000000010345,막걸리,0123020300001,지평생,1," 1,600 ",2022-01-10 06:30:46 PM,역삼점,서울 강남구
1620000000010345,막걸리,0123020300002,장수,1," 1,600 ",2022-01-10 06:30:46 PM,역삼점,서울 강남구
1620000000010348,소주,0123010100002,참이슬,1," 6,000 ",2022-01-10 09:09:10 PM,판교점,경기 성남시
1620000000010351,소주,0123010100001,처음처럼,1," 5,440 ",2022-01-10 09:10:27 PM,판교점,경기 성남시
1620000000010351,소주,0123020200012,청하,1," 24,000 ",2022-01-10 09:10:27 PM,판교점,경기 성남시
1620000000010354,소주,0123010100003,진로,1," 1,600 ",2022-01-10 09:45:58 PM,역삼점,서울 강남구
1620000000010357,맥주,0123020100008,제주 에일,2," 2,300 ",2022-01-10 09:56:39 PM,역삼점,서울 강남구
1620000000010360,맥주,0123020100005,1664 블랑,2," 1,840 ",2022-01-10 11:10:46 PM,판교점,경기 성남시
1620000000010363,맥주,0123020100014,OB라거,1," 1,800 ",2022-01-11 12:09:38 PM,신림점,서울 관악구
1620000000010366,맥주,0123020100007,칭따오,1," 2,300 ",2022-01-11 02:08:37 PM,역삼점,서울 강남구
1620000000010366,맥주,0123020100020,버드와이저,1," 2,300 ",2022-01-11 02:08:37 PM,역삼점,서울 강남구
1620000000010369,맥주,0123020100007,칭따오,1," 2,300 ",2022-01-11 02:09:38 PM,역삼점,서울 강남구
1620000000010369,맥주,0123020100008,제주 에일,1," 2,300 ",2022-01-11 02:09:38 PM,역삼점,서울 강남구
1620000000010369,맥주,0123020100020,버드와이저,1," 2,300 ",2022-01-11 02:09:38 PM,역삼점,서울 강남구
1620000000010369,맥주,0123020100005,1664 블랑,2," 2,300 ",2022-01-11 02:09:38 PM,역삼점,서울 강남구
1620000000010372,맥주,0123020100007,칭따오,4," 2,300 ",2022-01-11 02:14:47 PM,역삼점,서울 강남구
1620000000010372,맥주,0123020100008,제주 에일,1," 2,300 ",2022-01-11 02:14:47 PM,역삼점,서울 강남구
1620000000010372,맥주,0123020100020,버드와이저,1," 2,300 ",2022-01-11 02:14:47 PM,역삼점,서울 강남구
1620000000010372,맥주,0123020100005,1664 블랑,2," 2,300 ",2022-01-11 02:14:47 PM,역삼점,서울 강남구
1620000000010375,맥주,0123020100015,필굿,1," 1,360 ",2022-01-11 02:16:51 PM,판교점,경기 성남시
1620000000010381,맥주,0123020100002,테라,1," 2,000 ",2022-01-11 03:15:03 PM,신림점,서울 관악구
1620000000010381,맥주,0123020100003,카스,1," 2,000 ",2022-01-11 03:15:03 PM,신림점,서울 관악구
1620000000010381,소주,0123010100001,처음처럼,1," 1,600 ",2022-01-11 03:15:03 PM,신림점,서울 관악구
1620000000010381,소주,0123010100003,진로,1," 1,600 ",2022-01-11 03:15:03 PM,신림점,서울 관악구
1620000000010381,막걸리,0123020300001,지평생,1," 1,600 ",2022-01-11 03:15:03 PM,신림점,서울 관악구
1620000000010381,막걸리,0123020300002,장수,1," 1,600 ",2022-01-11 03:15:03 PM,신림점,서울 관악구
1620000000010384,소주,0123010100002,참이슬,1," 1,600 ",2022-01-11 03:22:50 PM,신림점,서울 관악구
1620000000010393,맥주,0123020100016,하이트,1," 6,000 ",2022-01-11 04:43:35 PM,판교점,경기 성남시
1620000000010396,맥주,0123020100007,칭따오,1," 12,000 ",2022-01-11 04:45:04 PM,판교점,경기 성남시
1620000000010399,맥주,0123020100016,하이트,1," 2,000 ",2022-01-11 05:25:10 PM,역삼점,서울 강남구
1620000000010405,맥주,0123020100002,테라,1," 2,000 ",2022-01-11 06:07:16 PM,신림점,서울 관악구
1620000000010405,맥주,0123020100003,카스,1," 2,000 ",2022-01-11 06:07:16 PM,신림점,서울 관악구
1620000000010405,소주,0123020200012,청하,1," 2,000 ",2022-01-11 06:07:16 PM,신림점,서울 관악구
1620000000010405,소주,0123010100001,처음처럼,1," 1,600 ",2022-01-11 06:07:16 PM,신림점,서울 관악구
1620000000010405,소주,0123010100002,참이슬,1," 1,600 ",2022-01-11 06:07:16 PM,신림점,서울 관악구
1620000000010408,맥주,0123020100002,테라,1," 2,000 ",2022-01-11 06:11:54 PM,미아점,서울 강북구
1620000000010408,맥주,0123020100003,카스,1," 2,000 ",2022-01-11 06:11:54 PM,미아점,서울 강북구
1620000000010408,소주,0123020200012,청하,1," 2,000 ",2022-01-11 06:11:54 PM,미아점,서울 강북구
1620000000010408,소주,0123010100001,처음처럼,1," 1,600 ",2022-01-11 06:11:54 PM,미아점,서울 강북구
1620000000010408,소주,0123010100002,참이슬,1," 1,600 ",2022-01-11 06:11:54 PM,미아점,서울 강북구
1620000000010411,소주,0123010100001,처음처럼,5," 1,280 ",2022-01-11 06:41:07 PM,판교점,경기 성남시
1620000000010411,소주,0123010100002,참이슬,5," 1,280 ",2022-01-11 06:41:07 PM,판교점,경기 성남시
1620000000010414,소주,0123010100002,참이슬,5," 1,600 ",2022-01-11 06:43:06 PM,판교점,경기 성남시
1620000000010417,맥주,0123020100007,칭따오,3," 2,300 ",2022-01-11 08:50:45 PM,역삼점,서울 강남구
1620000000010417,맥주,0123020100005,1664 블랑,2," 2,300 ",2022-01-11 08:50:45 PM,역삼점,서울 강남구
1620000000010420,맥주,0123020100005,1664 블랑,1," 2,300 ",2022-01-11 09:01:11 PM,역삼점,서울 강남구
1620000000010424,소주,0123010100003,진로,4," 1,600 ",2022-01-11 09:19:17 PM,수원점,경기 수원시
1620000000010423,맥주,0123020100008,제주 에일,1," 1,000 ",2022-01-11 09:19:31 PM,신림점,서울 관악구
1620000000010423,맥주,0123020100014,OB라거,2," 1,000 ",2022-01-11 09:19:31 PM,신림점,서울 관악구
1620000000010423,소주,0123010100003,진로,1," 1,000 ",2022-01-11 09:19:31 PM,신림점,서울 관악구
1620000000010423,소주,0123020200012,청하,1," 1,000 ",2022-01-11 09:19:31 PM,신림점,서울 관악구
1620000000010429,소주,0123010100002,참이슬,4," 1,600 ",2022-01-11 09:34:12 PM,역삼점,서울 강남구
1620000000010432,소주,0123010100003,진로,1," 1,600 ",2022-01-11 10:02:01 PM,역삼점,서울 강남구
1620000000010435,맥주,0123020100016,하이트,2," 1,600 ",2022-01-11 10:13:26 PM,수원점,경기 수원시
1620000000010435,맥주,0123020100015,필굿,1," 1,360 ",2022-01-11 10:13:26 PM,수원점,경기 수원시
1620000000010435,맥주,0123020100002,테라,1," 1,600 ",2022-01-11 10:13:26 PM,수원점,경기 수원시
1620000000010435,맥주,0123020100003,카스,2," 1,600 ",2022-01-11 10:13:26 PM,수원점,경기 수원시
1620000000010438,소주,0123010100002,참이슬,1," 1,600 ",2022-01-11 10:44:19 PM,역삼점,서울 강남구
1620000000010441,맥주,0123020100014,OB라거,1," 2,000 ",2022-01-11 10:49:15 PM,역삼점,서울 강남구
1620000000010444,맥주,0123020100003,카스,2," 2,000 ",2022-01-12 12:18:57 PM,역삼점,서울 강남구
1620000000010444,소주,0123010100001,처음처럼,1," 1,600 ",2022-01-12 12:18:57 PM,역삼점,서울 강남구
1620000000010444,소주,0123010100002,참이슬,1," 1,600 ",2022-01-12 12:18:57 PM,역삼점,서울 강남구
1620000000010444,소주,0123010100003,진로,1," 1,600 ",2022-01-12 12:18:57 PM,역삼점,서울 강남구
1620000000010444,막걸리,0123020300002,장수,1," 1,600 ",2022-01-12 12:18:57 PM,역삼점,서울 강남구
1620000000010447,맥주,0123020100003,카스,2," 2,000 ",2022-01-12 12:19:58 PM,역삼점,서울 강남구
1620000000010447,소주,0123020200012,청하,1," 2,000 ",2022-01-12 12:19:58 PM,역삼점,서울 강남구
1620000000010447,소주,0123010100001,처음처럼,1," 1,600 ",2022-01-12 12:19:58 PM,역삼점,서울 강남구
1620000000010447,소주,0123010100002,참이슬,1," 1,600 ",2022-01-12 12:19:58 PM,역삼점,서울 강남구
1620000000010447,막걸리,0123020300002,장수,1," 1,600 ",2022-01-12 12:19:58 PM,역삼점,서울 강남구
1620000000010452,맥주,0123020100003,카스,2," 2,000 ",2022-01-12 01:46:37 PM,역삼점,서울 강남구
1620000000010452,소주,0123010100001,처음처럼,1," 1,600 ",2022-01-12 01:46:37 PM,역삼점,서울 강남구
1620000000010452,소주,0123010100003,진로,1," 1,600 ",2022-01-12 01:46:37 PM,역삼점,서울 강남구
1620000000010452,막걸리,0123020300002,장수,1," 1,600 ",2022-01-12 01:46:37 PM,역삼점,서울 강남구
1620000000010455,맥주,0123020100004,클라우드,1," 1,600 ",2022-01-12 03:11:06 PM,판교점,경기 성남시
1620000000010458,맥주,0123020100002,테라,1," 2,000 ",2022-01-12 04:58:05 PM,미아점,서울 강북구
1620000000010458,맥주,0123020100003,카스,1," 2,000 ",2022-01-12 04:58:05 PM,미아점,서울 강북구
1620000000010458,소주,0123010100001,처음처럼,1," 1,600 ",2022-01-12 04:58:05 PM,미아점,서울 강북구
1620000000010458,소주,0123010100002,참이슬,1," 1,600 ",2022-01-12 04:58:05 PM,미아점,서울 강북구
1620000000010458,소주,0123010100003,진로,1," 1,600 ",2022-01-12 04:58:05 PM,미아점,서울 강북구
1620000000010464,소주,0123010100001,처음처럼,1," 1,400 ",2022-01-12 07:07:18 PM,신림점,서울 관악구
1620000000010467,맥주,0123020100007,칭따오,1," 1,500 ",2022-01-12 07:08:35 PM,신림점,서울 관악구
1620000000010467,맥주,0123020100003,카스,1, 700 ,2022-01-12 07:08:35 PM,신림점,서울 관악구
1620000000010470,소주,0123010100003,진로,2," 1,600 ",2022-01-12 07:33:56 PM,수원점,경기 수원시
1620000000010473,소주,0123010100003,진로,1," 1,600 ",2022-01-12 09:50:25 PM,역삼점,서울 강남구
1620000000010476,맥주,0123020100002,테라,2," 1,600 ",2022-01-13 01:35:25 AM,수원점,경기 수원시
1620000000010476,맥주,0123020100004,클라우드,2," 1,600 ",2022-01-13 01:35:25 AM,수원점,경기 수원시
1620000000010479,맥주,0123020100003,카스,3," 8,000 ",2022-01-13 02:02:59 PM,판교점,경기 성남시
1620000000010485,맥주,0123020100003,카스,1, 700 ,2022-01-13 02:59:24 PM,신림점,서울 관악구
1620000000010485,소주,0123010100001,처음처럼,3," 1,400 ",2022-01-13 02:59:24 PM,신림점,서울 관악구
1620000000010488,맥주,0123020100014,OB라거,3," 1,800 ",2022-01-13 03:01:16 PM,신림점,서울 관악구
1620000000010488,소주,0123010100001,처음처럼,4," 1,400 ",2022-01-13 03:01:16 PM,신림점,서울 관악구
1620000000010488,소주,0123010100002,참이슬,2, 600 ,2022-01-13 03:01:16 PM,신림점,서울 관악구
1620000000010491,소주,0123010100001,처음처럼,5," 1,400 ",2022-01-13 03:02:57 PM,신림점,서울 관악구
1620000000010491,소주,0123010100002,참이슬,3, 600 ,2022-01-13 03:02:57 PM,신림점,서울 관악구
1620000000010494,소주,0123010100001,처음처럼,1," 8,000 ",2022-01-13 03:44:36 PM,수원점,경기 수원시
1620000000010494,맥주,0123020100015,필굿,1," 8,000 ",2022-01-13 03:44:36 PM,수원점,경기 수원시
1620000000010497,맥주,0123020100007,칭따오,1," 1,500 ",2022-01-13 05:03:46 PM,신림점,서울 관악구
1620000000010497,소주,0123010100001,처음처럼,2," 1,400 ",2022-01-13 05:03:46 PM,신림점,서울 관악구
1620000000010500,소주,0123010100001,처음처럼,3," 1,600 ",2022-01-13 08:41:02 PM,역삼점,서울 강남구
1620000000010503,맥주,0123020100007,칭따오,4," 2,300 ",2022-01-14 01:54:10 AM,역삼점,서울 강남구
1620000000010506,맥주,0123020100002,테라,1," 1,600 ",2022-01-14 04:15:16 AM,수원점,경기 수원시
1620000000010506,맥주,0123020100014,OB라거,1," 1,600 ",2022-01-14 04:15:16 AM,수원점,경기 수원시
1620000000010515,맥주,0123020100003,카스,1," 8,000 ",2022-01-14 01:54:47 PM,판교점,경기 성남시
1620000000010521,소주,0123010100003,진로,2," 1,600 ",2022-01-14 03:41:07 PM,역삼점,서울 강남구
1620000000010524,소주,0123010100003,진로,1," 11,200 ",2022-01-14 04:28:15 PM,판교점,경기 성남시
1620000000010524,맥주,0123020100002,테라,1," 5,200 ",2022-01-14 04:28:15 PM,판교점,경기 성남시
1620000000010524,소주,0123010100001,처음처럼,1," 8,000 ",2022-01-14 04:28:15 PM,판교점,경기 성남시
1620000000010527,맥주,0123020100007,칭따오,2," 1,840 ",2022-01-14 04:28:48 PM,판교점,경기 성남시
1620000000010530,맥주,0123020100007,칭따오,1," 12,000 ",2022-01-14 05:51:11 PM,판교점,경기 성남시
1620000000010533,소주,0123010100003,진로,1," 11,200 ",2022-01-14 09:11:03 PM,판교점,경기 성남시
1620000000010536,맥주,0123020100005,1664 블랑,3," 1,800 ",2022-01-14 09:48:22 PM,판교점,경기 성남시
1620000000010539,막걸리,0123020300003,국순당,3," 1,280 ",2022-01-14 09:54:43 PM,수원점,경기 수원시
1620000000010542,맥주,0123020100008,제주 에일,1," 1,840 ",2022-01-15 02:55:52 PM,판교점,경기 성남시
1620000000010542,막걸리,0123020300002,장수,2," 1,840 ",2022-01-15 02:55:52 PM,판교점,경기 성남시
1620000000010542,막걸리,0123020300003,국순당,1," 1,840 ",2022-01-15 02:55:52 PM,판교점,경기 성남시
1620000000010545,소주,0123010100001,처음처럼,2," 5,440 ",2022-01-15 02:56:58 PM,판교점,경기 성남시
1620000000010551,소주,0123010100001,처음처럼,1," 1,280 ",2022-01-15 04:55:21 PM,판교점,경기 성남시
1620000000010554,막걸리,0123020300002,장수,1," 1,840 ",2022-01-15 04:56:35 PM,판교점,경기 성남시
1620000000010557,맥주,0123020100007,칭따오,5," 1,840 ",2022-01-15 05:13:41 PM,판교점,경기 성남시
